 1.00E-9 1.80E-9 3.20E-9 5.70E-9 1.00E-8 1.80E-8 3.20E-8 5.70E-8 
 1.00E-7 1.80E-7 3.20E-7 5.70E-7 1.00E-6 1.40E-6 2.00E-6 3.00E-6 
 4.50E-6 6.70E-6 1.00E-5 1.40E-5 2.00E-5 3.00E-5 4.50E-5 6.70E-5
 1.00E-4 1.40E-4 2.00E-4 3.00E-4 4.50E-4 6.70E-4 1.00E-3 1.40E-3 
 2.00E-3 3.00E-3 4.50E-3 6.70E-3 1.00E-2 1.40E-2 2.00E-2 3.00E-2 
 4.50E-2 6.00E-2 8.00E-2 1.00E-1 1.25E-1 1.50E-1 1.75E-1 2.00E-1 
 2.25E-1 2.50E-1 2.75E-1 3.00E-1 3.25E-1 3.50E-1 3.75E-1 4.00E-1  
 4.50E-1 5.00E-1 5.50E-1 6.00E-1 6.50E-1 7.00E-1 7.50E-1 8.00E-1
 8.50E-1 9.00E-1 9.50E-1 1.00E00
