 0.80E00 1.00E00 1.30E00 1.80E00 2.70E00 4.00E00 6.40E00 1.00E01
 1.60E01 2.50E01 4.00E01 6.40E01 1.00E02 1.80E02 3.20E02 5.70E02
 1.00E03 1.80E03 3.20E03 5.70E03 1.00E04 2.20E04 4.60E04 1.00E05
 2.20E05 4.60E05 1.00E06
